ID,FECHA_INTERVENCION,TIPO_INTERVENCION,ESTADO_PREVIO,ESTADO_POSTERIOR,JuegoID,Comentarios
3004,10-09-2024,Correctivo,Bueno,Malo,7840410,Comentario sobre el mantenimiento 3004
3005,18-07-2024,Correctivo,Regular,Malo,3568624,Comentario sobre el mantenimiento 3005
3006,17-10-2023,Preventivo,Regular,Bueno,33314,
3007,06-01-2024,Emergencia,Bueno,Regular,4987684,Comentario sobre el mantenimiento 3007
3008,12-06-2023,Preventivo,Malo,Regular,3580772,Comentario sobre el mantenimiento 3008
3009,24-10-2023,Emergencia,Bueno,Bueno,5658316,Comentario sobre el mantenimiento 3009
3010,27-07-2024,Preventivo,Malo,Regular,3566734,Comentario sobre el mantenimiento 3010
3011,28-01-2024,Correctivo,Regular,Regular,4988408,Comentario sobre el mantenimiento 3011
3012,06-08-2024,Emergencia,Regular,Regular,5025124,Comentario sobre el mantenimiento 3012
3013,05-12-2023,Emergencia,Malo,Bueno,25633,Comentario sobre el mantenimiento 3013
3014,23-10-2023,Correctivo,Malo,Regular,33074,Comentario sobre el mantenimiento 3014
3015,12-05-2024,Emergencia,Regular,Bueno,32609,Comentario sobre el mantenimiento 3015
3016,23-08-2024,Emergencia,Malo,Regular,8803432,Comentario sobre el mantenimiento 3016
3017,23-12-2023,Correctivo,Malo,Regular,7927298,Comentario sobre el mantenimiento 3017
3018,18-12-2023,Emergencia,Regular,Malo,4989413,Comentario sobre el mantenimiento 3018
3019,20-02-2024,Preventivo,Bueno,Malo,58775,Comentario sobre el mantenimiento 3019
3020,04-02-2024,Emergencia,Regular,Regular,19107,Comentario sobre el mantenimiento 3020
3021,11-11-2023,Correctivo,Bueno,Bueno,20942,Comentario sobre el mantenimiento 3021
3022,19-08-2024,Correctivo,Bueno,Regular,5492801,Comentario sobre el mantenimiento 3022
3023,15-06-2024,Preventivo,Regular,Malo,33720,Comentario sobre el mantenimiento 3023
3024,05-03-2024,Preventivo,Regular,Regular,7816149,Comentario sobre el mantenimiento 3024
3025,24-09-2024,Correctivo,Bueno,Regular,7168622,Comentario sobre el mantenimiento 3025
3026,24-07-2024,Correctivo,Regular,Bueno,5659024,Comentario sobre el mantenimiento 3026
3027,27-05-2024,Preventivo,Bueno,Malo,58351,Comentario sobre el mantenimiento 3027
3028,16-12-2023,Preventivo,Malo,Regular,9393758,Comentario sobre el mantenimiento 3028
3029,30-01-2024,Emergencia,Malo,Bueno,59210,Comentario sobre el mantenimiento 3029
3030,06-09-2024,Preventivo,Malo,Regular,20280,Comentario sobre el mantenimiento 3030
3031,06-07-2024,Correctivo,Malo,Malo,6761226,Comentario sobre el mantenimiento 3031
3032,29-07-2024,Correctivo,Regular,Bueno,8803428,Comentario sobre el mantenimiento 3032
3033,21-08-2024,Correctivo,Malo,Regular,58590,Comentario sobre el mantenimiento 3033
3034,14-02-2024,Preventivo,Bueno,Malo,7933088,Comentario sobre el mantenimiento 3034
3035,04-06-2024,Preventivo,Regular,Bueno,59165,Comentario sobre el mantenimiento 3035
3036,04-02-2024,Correctivo,Malo,Regular,7603197,Comentario sobre el mantenimiento 3036
3037,13-04-2024,Emergencia,Malo,Bueno,5658799,Comentario sobre el mantenimiento 3037
3038,29-07-2024,Emergencia,Bueno,Regular,451609,Comentario sobre el mantenimiento 3038
3039,07-02-2024,Preventivo,Regular,Malo,53037,Comentario sobre el mantenimiento 3039
3040,11-09-2023,Preventivo,Bueno,Bueno,33432,Comentario sobre el mantenimiento 3040
3041,26-05-2024,Emergencia,Bueno,Malo,52891,Comentario sobre el mantenimiento 3041
3042,28-10-2023,Preventivo,Malo,Regular,58573,Comentario sobre el mantenimiento 3042
3043,22-10-2023,Correctivo,Malo,Malo,24866,Comentario sobre el mantenimiento 3043
3044,14-04-2024,Preventivo,Malo,Malo,19805,Comentario sobre el mantenimiento 3044
3045,26-12-2023,Preventivo,Bueno,Regular,60085,Comentario sobre el mantenimiento 3045
3046,16-04-2024,Emergencia,Malo,Malo,3531004,Comentario sobre el mantenimiento 3046
3047,20-10-2023,Emergencia,Malo,Malo,33551,Comentario sobre el mantenimiento 3047
3048,24-01-2024,Correctivo,Bueno,Regular,19464,Comentario sobre el mantenimiento 3048
3049,12-05-2024,Correctivo,Bueno,Malo,8968587,Comentario sobre el mantenimiento 3049
3050,30-10-2023,Correctivo,Malo,Malo,3575543,Comentario sobre el mantenimiento 3050
3051,22-04-2024,Emergencia,Malo,Bueno,9185673,Comentario sobre el mantenimiento 3051
3052,01-06-2024,Preventivo,Malo,Malo,25669,Comentario sobre el mantenimiento 3052
3053,07-09-2024,Emergencia,Malo,Bueno,20753,Comentario sobre el mantenimiento 3053
3054,30-03-2024,Correctivo,Malo,Bueno,25642,Comentario sobre el mantenimiento 3054
3055,19-06-2024,Correctivo,Regular,Malo,19127,Comentario sobre el mantenimiento 3055
3056,01-07-2024,Correctivo,Bueno,Regular,9291537,Comentario sobre el mantenimiento 3056
3057,08-05-2024,Emergencia,Malo,Bueno,59045,Comentario sobre el mantenimiento 3057
3058,30-08-2024,Emergencia,Regular,Regular,59216,Comentario sobre el mantenimiento 3058
3059,25-07-2024,Correctivo,Malo,Bueno,8976384,Comentario sobre el mantenimiento 3059
3060,01-02-2024,Preventivo,Regular,Regular,24950,Comentario sobre el mantenimiento 3060
3061,09-11-2023,Correctivo,Regular,Bueno,8909787,Comentario sobre el mantenimiento 3061
3062,26-07-2024,Emergencia,Regular,Malo,3580331,Comentario sobre el mantenimiento 3062
3063,19-06-2024,Preventivo,Bueno,Bueno,9053953,Comentario sobre el mantenimiento 3063
3064,12-10-2024,Emergencia,Bueno,Malo,9492976,Comentario sobre el mantenimiento 3064
3065,02-03-2024,Emergencia,Regular,Malo,25793,Comentario sobre el mantenimiento 3065
3066,08-09-2024,Emergencia,Bueno,Bueno,4731239,Comentario sobre el mantenimiento 3066
3067,16-08-2024,Correctivo,Bueno,Bueno,22081,Comentario sobre el mantenimiento 3067
3068,02-07-2024,Preventivo,Malo,Bueno,18832,Comentario sobre el mantenimiento 3068
3069,11-03-2024,Preventivo,Regular,Malo,9394151,Comentario sobre el mantenimiento 3069
3070,22-12-2023,Emergencia,Bueno,Regular,4985941,Comentario sobre el mantenimiento 3070
3071,19-11-2023,Emergencia,Regular,Bueno,20481,Comentario sobre el mantenimiento 3071
3072,03-12-2023,Preventivo,Malo,Malo,9190915,Comentario sobre el mantenimiento 3072
3073,26-12-2023,Preventivo,Regular,Bueno,60129,Comentario sobre el mantenimiento 3073
3074,01-03-2024,Correctivo,Bueno,Bueno,59173,Comentario sobre el mantenimiento 3074
3075,22-09-2024,Emergencia,Regular,Bueno,35093,Comentario sobre el mantenimiento 3075
3076,08-04-2024,Preventivo,Bueno,Regular,3559806,Comentario sobre el mantenimiento 3076
3077,31-10-2023,Correctivo,Regular,Regular,9219426,Comentario sobre el mantenimiento 3077
3078,23-04-2024,Correctivo,Regular,Malo,3530910,Comentario sobre el mantenimiento 3078
3079,17-03-2024,Preventivo,Bueno,Malo,19849,Comentario sobre el mantenimiento 3079
3080,16-03-2024,Preventivo,Regular,Bueno,57952,Comentario sobre el mantenimiento 3080
3081,25-04-2024,Emergencia,Malo,Regular,7897953,Comentario sobre el mantenimiento 3081
3082,16-10-2023,Correctivo,Regular,Malo,58895,Comentario sobre el mantenimiento 3082
3083,01-01-2024,Correctivo,Malo,Malo,22216,Comentario sobre el mantenimiento 3083
3084,24-03-2024,Preventivo,Malo,Malo,9435162,Comentario sobre el mantenimiento 3084
3085,18-12-2023,Correctivo,Malo,Malo,34911,Comentario sobre el mantenimiento 3085
3086,08-03-2024,Correctivo,Malo,Regular,5066121,Comentario sobre el mantenimiento 3086
3087,05-06-2024,Correctivo,Malo,Malo,34854,Comentario sobre el mantenimiento 3087
3088,15-06-2024,Preventivo,Malo,Bueno,58224,Comentario sobre el mantenimiento 3088
3089,12-09-2023,Preventivo,Regular,Regular,5220726,Comentario sobre el mantenimiento 3089
3090,18-04-2024,Emergencia,Malo,Bueno,6878780,Comentario sobre el mantenimiento 3090
3091,16-05-2024,Preventivo,Malo,Malo,34928,Comentario sobre el mantenimiento 3091
3092,11-12-2023,Correctivo,Bueno,Regular,59955,Comentario sobre el mantenimiento 3092
3093,08-04-2024,Preventivo,Bueno,Malo,57974,Comentario sobre el mantenimiento 3093
3094,28-03-2024,Correctivo,Bueno,Bueno,9155769,Comentario sobre el mantenimiento 3094
3095,31-12-2023,Emergencia,Malo,Bueno,8819963,Comentario sobre el mantenimiento 3095
3096,14-06-2024,Preventivo,Bueno,Malo,6782683,Comentario sobre el mantenimiento 3096
3097,17-01-2024,Emergencia,Malo,Malo,34956,Comentario sobre el mantenimiento 3097
3098,06-08-2024,Correctivo,Bueno,Malo,5025019,Comentario sobre el mantenimiento 3098
3099,01-08-2024,Correctivo,Regular,Malo,4737888,Comentario sobre el mantenimiento 3099
3100,21-04-2024,Correctivo,Malo,Regular,21714,Comentario sobre el mantenimiento 3100
3101,06-10-2024,Preventivo,Malo,Regular,8941984,Comentario sobre el mantenimiento 3101
3102,20-07-2024,Preventivo,Bueno,Regular,7073449,Comentario sobre el mantenimiento 3102
3103,12-10-2024,Correctivo,Bueno,Bueno,9227166,Comentario sobre el mantenimiento 3103
3104,05-11-2023,Emergencia,Malo,Bueno,7928036,Comentario sobre el mantenimiento 3104
3105,22-06-2024,Preventivo,Malo,Malo,20397,Comentario sobre el mantenimiento 3105
3106,18-01-2024,Emergencia,Bueno,Bueno,21403,Comentario sobre el mantenimiento 3106
3107,16-02-2024,Emergencia,Regular,Bueno,25663,Comentario sobre el mantenimiento 3107
3108,08-05-2024,Correctivo,Bueno,Bueno,21269,Comentario sobre el mantenimiento 3108
3109,06-08-2024,Preventivo,Bueno,Malo,52881,Comentario sobre el mantenimiento 3109
3110,18-02-2024,Emergencia,Bueno,Regular,32986,Comentario sobre el mantenimiento 3110
3111,30-09-2024,Preventivo,Regular,Bueno,20387,Comentario sobre el mantenimiento 3111
3112,14-08-2024,Preventivo,Bueno,Malo,33288,Comentario sobre el mantenimiento 3112
3113,19-05-2024,Preventivo,Malo,Malo,59347,Comentario sobre el mantenimiento 3113
3114,14-12-2023,Correctivo,Bueno,Regular,20832,Comentario sobre el mantenimiento 3114
3115,26-12-2023,Correctivo,Malo,Malo,3567964,Comentario sobre el mantenimiento 3115
3116,13-09-2024,Preventivo,Bueno,Bueno,33978,Comentario sobre el mantenimiento 3116
3117,19-11-2023,Preventivo,Regular,Regular,3575595,Comentario sobre el mantenimiento 3117
3118,24-02-2024,Emergencia,Malo,Regular,9190915,Comentario sobre el mantenimiento 3118
3119,05-08-2024,Correctivo,Regular,Bueno,9261942,Comentario sobre el mantenimiento 3119
3120,06-08-2024,Correctivo,Bueno,Regular,3844653,Comentario sobre el mantenimiento 3120
3121,23-05-2024,Emergencia,Bueno,Malo,32581,Comentario sobre el mantenimiento 3121
3122,28-06-2024,Correctivo,Regular,Regular,9398448,Comentario sobre el mantenimiento 3122
3123,22-11-2023,Emergencia,Regular,Regular,21680,Comentario sobre el mantenimiento 3123
3124,17-01-2024,Emergencia,Bueno,Regular,59525,Comentario sobre el mantenimiento 3124
3125,24-06-2024,Preventivo,Malo,Malo,22292,Comentario sobre el mantenimiento 3125
3126,14-08-2024,Emergencia,Regular,Bueno,59139,Comentario sobre el mantenimiento 3126
3127,04-05-2024,Emergencia,Malo,Bueno,4960333,Comentario sobre el mantenimiento 3127
3128,16-07-2024,Preventivo,Malo,Malo,25785,Comentario sobre el mantenimiento 3128
3129,26-06-2024,Emergencia,Malo,Malo,59122,Comentario sobre el mantenimiento 3129
3130,19-12-2023,Preventivo,Malo,Bueno,22099,Comentario sobre el mantenimiento 3130
3131,26-11-2023,Preventivo,Malo,Regular,5659828,Comentario sobre el mantenimiento 3131
3132,12-08-2024,Preventivo,Malo,Regular,4794412,Comentario sobre el mantenimiento 3132
3133,28-05-2024,Preventivo,Regular,Bueno,9387152,Comentario sobre el mantenimiento 3133
3134,20-06-2024,Preventivo,Regular,Regular,7862171,Comentario sobre el mantenimiento 3134
3135,02-02-2024,Correctivo,Regular,Malo,9397071,Comentario sobre el mantenimiento 3135
3136,08-05-2024,Preventivo,Regular,Bueno,20226,Comentario sobre el mantenimiento 3136
3137,02-02-2024,Correctivo,Regular,Regular,3581476,Comentario sobre el mantenimiento 3137
3138,25-11-2023,Emergencia,Regular,Malo,9294730,Comentario sobre el mantenimiento 3138
3139,26-10-2023,Emergencia,Bueno,Bueno,22584,Comentario sobre el mantenimiento 3139
3140,13-11-2023,Emergencia,Malo,Bueno,4795168,Comentario sobre el mantenimiento 3140
3141,17-04-2024,Correctivo,Bueno,Malo,25603,Comentario sobre el mantenimiento 3141
3142,09-08-2024,Correctivo,Regular,Bueno,5249155,Comentario sobre el mantenimiento 3142
3143,05-08-2024,Correctivo,Regular,Malo,9294164,Comentario sobre el mantenimiento 3143
3144,24-05-2024,Emergencia,Bueno,Bueno,9220250,Comentario sobre el mantenimiento 3144
3145,30-04-2024,Preventivo,Malo,Regular,59338,Comentario sobre el mantenimiento 3145
3146,09-02-2024,Correctivo,Regular,Malo,4987693,Comentario sobre el mantenimiento 3146
3147,29-07-2024,Preventivo,Regular,Malo,5658324,Comentario sobre el mantenimiento 3147
3148,29-10-2023,Emergencia,Malo,Malo,19857,Comentario sobre el mantenimiento 3148
3149,13-02-2024,Emergencia,Regular,Regular,34228,Comentario sobre el mantenimiento 3149
3150,10-01-2024,Correctivo,Malo,Bueno,5182594,Comentario sobre el mantenimiento 3150
3151,20-10-2023,Preventivo,Malo,Malo,7869826,Comentario sobre el mantenimiento 3151
3152,11-08-2023,Preventivo,Malo,Malo,33813,Comentario sobre el mantenimiento 3152
3153,23-08-2024,Emergencia,Bueno,Bueno,22297,Comentario sobre el mantenimiento 3153
3154,22-06-2024,Preventivo,Malo,Bueno,22490,Comentario sobre el mantenimiento 3154
3155,23-10-2023,Correctivo,Bueno,Malo,5195576,Comentario sobre el mantenimiento 3155
3156,30-11-2023,Emergencia,Bueno,Malo,4795606,Comentario sobre el mantenimiento 3156
3157,17-09-2024,Correctivo,Regular,Regular,7794491,Comentario sobre el mantenimiento 3157
3158,11-08-2024,Emergencia,Regular,Malo,9433321,Comentario sobre el mantenimiento 3158
3159,02-06-2024,Preventivo,Bueno,Regular,21723,Comentario sobre el mantenimiento 3159
3160,22-04-2024,Preventivo,Malo,Regular,3530743,Comentario sobre el mantenimiento 3160
3161,07-10-2024,Preventivo,Bueno,Malo,7074506,Comentario sobre el mantenimiento 3161
3162,30-10-2023,Correctivo,Bueno,Regular,3573388,Comentario sobre el mantenimiento 3162
3163,07-02-2024,Preventivo,Bueno,Regular,22040,Comentario sobre el mantenimiento 3163
3164,10-09-2024,Preventivo,Bueno,Bueno,52817,Comentario sobre el mantenimiento 3164
3165,21-01-2024,Correctivo,Malo,Malo,9156176,Comentario sobre el mantenimiento 3165
3166,26-01-2024,Correctivo,Malo,Regular,4986218,Comentario sobre el mantenimiento 3166
3167,07-10-2024,Correctivo,Malo,Malo,35058,Comentario sobre el mantenimiento 3167
3168,10-04-2024,Preventivo,Bueno,Regular,9403065,Comentario sobre el mantenimiento 3168
3169,08-07-2024,Emergencia,Malo,Bueno,59464,Comentario sobre el mantenimiento 3169
3170,30-10-2023,Preventivo,Malo,Malo,9285425,Comentario sobre el mantenimiento 3170
3171,19-12-2023,Emergencia,Regular,Malo,21889,Comentario sobre el mantenimiento 3171
3172,02-07-2024,Emergencia,Malo,Bueno,7212546,Comentario sobre el mantenimiento 3172
3173,18-10-2023,Preventivo,Bueno,Malo,19325,Comentario sobre el mantenimiento 3173
3174,13-09-2024,Emergencia,Regular,Bueno,3568513,Comentario sobre el mantenimiento 3174
3175,26-05-2024,Emergencia,Bueno,Malo,8805146,Comentario sobre el mantenimiento 3175
3176,29-05-2024,Emergencia,Regular,Malo,58147,Comentario sobre el mantenimiento 3176
3177,13-01-2024,Preventivo,Bueno,Malo,59114,Comentario sobre el mantenimiento 3177
3178,10-09-2024,Emergencia,Malo,Bueno,7247732,Comentario sobre el mantenimiento 3178
3179,03-05-2024,Preventivo,Regular,Regular,8928484,Comentario sobre el mantenimiento 3179
3180,17-07-2024,Preventivo,Bueno,Bueno,7943809,Comentario sobre el mantenimiento 3180
3181,26-08-2024,Correctivo,Malo,Malo,20688,Comentario sobre el mantenimiento 3181
3182,16-12-2023,Emergencia,Bueno,Bueno,7240136,Comentario sobre el mantenimiento 3182
3183,25-02-2024,Emergencia,Regular,Bueno,20791,Comentario sobre el mantenimiento 3183
3184,11-08-2024,Preventivo,Bueno,Malo,52977,Comentario sobre el mantenimiento 3184
3185,27-05-2024,Emergencia,Bueno,Bueno,7107108,
3186,26-06-2024,Emergencia,Bueno,Malo,33727,Comentario sobre el mantenimiento 3186
3187,13-08-2024,Emergencia,Malo,Regular,21006,Comentario sobre el mantenimiento 3187
3188,02-12-2023,Emergencia,Regular,Regular,9294589,Comentario sobre el mantenimiento 3188
3189,26-03-2024,Emergencia,Bueno,Bueno,9426810,Comentario sobre el mantenimiento 3189
3190,30-10-2023,Emergencia,Malo,Malo,59414,Comentario sobre el mantenimiento 3190
3191,25-08-2024,Correctivo,Bueno,Malo,7245932,Comentario sobre el mantenimiento 3191
3192,04-05-2024,Correctivo,Malo,Regular,5659359,Comentario sobre el mantenimiento 3192
3193,19-10-2023,Emergencia,Malo,Bueno,22388,Comentario sobre el mantenimiento 3193
3194,28-11-2023,Correctivo,Malo,Malo,59481,Comentario sobre el mantenimiento 3194
3195,15-08-2024,Preventivo,Malo,Bueno,3567955,Comentario sobre el mantenimiento 3195
3196,13-04-2024,Preventivo,Malo,Bueno,9288474,Comentario sobre el mantenimiento 3196
3197,26-12-2023,Correctivo,Malo,Malo,3581585,Comentario sobre el mantenimiento 3197
3198,01-09-2024,Emergencia,Regular,Bueno,9473271,Comentario sobre el mantenimiento 3198
3199,21-08-2024,Correctivo,Malo,Bueno,5492312,Comentario sobre el mantenimiento 3199
3200,12-10-2024,Correctivo,Malo,Bueno,7802512,Comentario sobre el mantenimiento 3200
3201,20-08-2024,Correctivo,Malo,Bueno,33794,Comentario sobre el mantenimiento 3201
3202,08-08-2024,Emergencia,Regular,Bueno,58003,Comentario sobre el mantenimiento 3202
3203,14-12-2023,Preventivo,Malo,Regular,9403069,Comentario sobre el mantenimiento 3203
3204,11-11-2023,Emergencia,Malo,Malo,4988136,Comentario sobre el mantenimiento 3204
3205,21-09-2024,Correctivo,Malo,Malo,5158880,Comentario sobre el mantenimiento 3205
3206,21-03-2024,Preventivo,Regular,Malo,9050682,Comentario sobre el mantenimiento 3206
3207,05-11-2023,Correctivo,Regular,Malo,9290995,Comentario sobre el mantenimiento 3207
3208,14-07-2024,Preventivo,Malo,Bueno,9295807,Comentario sobre el mantenimiento 3208
3209,15-08-2024,Emergencia,Bueno,Regular,21945,Comentario sobre el mantenimiento 3209
3210,15-11-2023,Preventivo,Malo,Malo,20407,Comentario sobre el mantenimiento 3210
3211,17-11-2023,Correctivo,Regular,Regular,25553,Comentario sobre el mantenimiento 3211
3212,15-07-2024,Preventivo,Malo,Malo,52922,Comentario sobre el mantenimiento 3212
3213,01-03-2024,Preventivo,Regular,Malo,3566821,Comentario sobre el mantenimiento 3213
3214,19-02-2024,Preventivo,Bueno,Bueno,25586,Comentario sobre el mantenimiento 3214
3215,16-10-2023,Emergencia,Regular,Regular,9131258,Comentario sobre el mantenimiento 3215
3216,20-11-2023,Preventivo,Bueno,Bueno,20400,Comentario sobre el mantenimiento 3216
3217,24-10-2023,Emergencia,Malo,Malo,5178867,Comentario sobre el mantenimiento 3217
3218,17-12-2023,Preventivo,Bueno,Bueno,21209,Comentario sobre el mantenimiento 3218
3219,22-12-2023,Emergencia,Bueno,Malo,9224036,Comentario sobre el mantenimiento 3219
3220,11-04-2024,Preventivo,Bueno,Regular,6845966,Comentario sobre el mantenimiento 3220
3221,02-03-2024,Correctivo,Malo,Malo,19322,Comentario sobre el mantenimiento 3221
3222,17-06-2024,Emergencia,Regular,Regular,3997076,Comentario sobre el mantenimiento 3222
3223,17-08-2024,Preventivo,Malo,Regular,9295062,Comentario sobre el mantenimiento 3223
3224,12-07-2023,Correctivo,Regular,Regular,3530893,Comentario sobre el mantenimiento 3224
3225,17-08-2024,Correctivo,Bueno,Bueno,34067,Comentario sobre el mantenimiento 3225
3226,18-12-2023,Emergencia,Bueno,Bueno,7896577,Comentario sobre el mantenimiento 3226
3227,25-04-2024,Correctivo,Bueno,Bueno,4796524,Comentario sobre el mantenimiento 3227
3228,27-06-2024,Emergencia,Bueno,Bueno,59956,Comentario sobre el mantenimiento 3228
3229,07-12-2023,Correctivo,Bueno,Regular,9048974,Comentario sobre el mantenimiento 3229
3230,10-04-2024,Emergencia,Malo,Bueno,7805729,Comentario sobre el mantenimiento 3230
3231,21-04-2024,Correctivo,Regular,Regular,9183239,Comentario sobre el mantenimiento 3231
3232,24-05-2024,Emergencia,Malo,Regular,6782571,Comentario sobre el mantenimiento 3232
3233,08-03-2024,Preventivo,Malo,Malo,9493064,Comentario sobre el mantenimiento 3233
3234,18-04-2024,Emergencia,Regular,Malo,34975,Comentario sobre el mantenimiento 3234
3235,10-06-2024,Emergencia,Malo,Regular,8978507,Comentario sobre el mantenimiento 3235
3236,20-02-2024,Preventivo,Malo,Bueno,33901,Comentario sobre el mantenimiento 3236
3237,19-01-2024,Correctivo,Bueno,Regular,5211948,Comentario sobre el mantenimiento 3237
3238,21-11-2023,Emergencia,Bueno,Regular,59173,Comentario sobre el mantenimiento 3238
3239,27-10-2023,Emergencia,Bueno,Malo,4784047,Comentario sobre el mantenimiento 3239
3240,25-12-2023,Preventivo,Malo,Regular,22568,Comentario sobre el mantenimiento 3240
3241,11-06-2024,Preventivo,Regular,Bueno,5492671,Comentario sobre el mantenimiento 3241
3242,30-05-2024,Emergencia,Regular,Bueno,19838,Comentario sobre el mantenimiento 3242
3243,30-07-2024,Emergencia,Malo,Bueno,5250227,Comentario sobre el mantenimiento 3243
3244,23-07-2024,Emergencia,Malo,Regular,5658967,Comentario sobre el mantenimiento 3244
3245,03-03-2024,Correctivo,Regular,Bueno,9276900,Comentario sobre el mantenimiento 3245
3246,06-09-2024,Emergencia,Bueno,Bueno,9397078,Comentario sobre el mantenimiento 3246
3247,14-12-2023,Correctivo,Regular,Bueno,9186010,Comentario sobre el mantenimiento 3247
3248,14-07-2024,Correctivo,Regular,Bueno,58343,Comentario sobre el mantenimiento 3248
3249,03-03-2024,Correctivo,Malo,Malo,22589,Comentario sobre el mantenimiento 3249
3250,24-01-2024,Correctivo,Regular,Bueno,9041501,Comentario sobre el mantenimiento 3250
3251,26-06-2024,Preventivo,Bueno,Malo,22173,Comentario sobre el mantenimiento 3251
3252,11-08-2024,Preventivo,Bueno,Regular,3568710,Comentario sobre el mantenimiento 3252
3253,16-07-2024,Preventivo,Regular,Regular,34228,Comentario sobre el mantenimiento 3253
3254,17-12-2023,Preventivo,Bueno,Regular,8940958,Comentario sobre el mantenimiento 3254
3255,24-05-2024,Correctivo,Bueno,Regular,7126933,Comentario sobre el mantenimiento 3255
3256,23-07-2024,Emergencia,Malo,Malo,5229278,Comentario sobre el mantenimiento 3256
3257,24-05-2024,Correctivo,Regular,Regular,9263808,Comentario sobre el mantenimiento 3257
3258,24-01-2024,Emergencia,Bueno,Bueno,34860,Comentario sobre el mantenimiento 3258
3259,21-08-2024,Emergencia,Regular,Regular,4986986,Comentario sobre el mantenimiento 3259
3260,07-07-2024,Correctivo,Bueno,Malo,7853199,Comentario sobre el mantenimiento 3260
3261,13-05-2024,Correctivo,Malo,Regular,19362,Comentario sobre el mantenimiento 3261
3262,03-04-2024,Emergencia,Regular,Malo,8892593,Comentario sobre el mantenimiento 3262
3263,12-04-2023,Emergencia,Bueno,Malo,7180265,Comentario sobre el mantenimiento 3263
3264,29-05-2024,Emergencia,Bueno,Malo,34097,Comentario sobre el mantenimiento 3264
3265,29-09-2024,Emergencia,Bueno,Regular,9177994,Comentario sobre el mantenimiento 3265
3266,02-06-2024,Correctivo,Regular,Regular,35129,Comentario sobre el mantenimiento 3266
3267,24-03-2024,Correctivo,Malo,Bueno,21419,Comentario sobre el mantenimiento 3267
3268,27-10-2023,Preventivo,Malo,Regular,21181,Comentario sobre el mantenimiento 3268
3269,07-09-2024,Correctivo,Bueno,Malo,25796,Comentario sobre el mantenimiento 3269
3270,28-10-2023,Emergencia,Bueno,Regular,57960,Comentario sobre el mantenimiento 3270
3271,23-08-2024,Preventivo,Bueno,Bueno,20625,Comentario sobre el mantenimiento 3271
3272,23-09-2024,Correctivo,Regular,Bueno,33890,Comentario sobre el mantenimiento 3272
3273,27-01-2024,Preventivo,Bueno,Malo,58429,Comentario sobre el mantenimiento 3273
3274,03-07-2024,Preventivo,Bueno,Bueno,5249153,Comentario sobre el mantenimiento 3274
3275,21-08-2024,Preventivo,Regular,Regular,3530747,Comentario sobre el mantenimiento 3275
3276,12-02-2023,Preventivo,Malo,Bueno,3565660,Comentario sobre el mantenimiento 3276
3277,05-02-2024,Preventivo,Regular,Malo,53111,Comentario sobre el mantenimiento 3277
3278,29-10-2023,Emergencia,Regular,Bueno,5240929,Comentario sobre el mantenimiento 3278
3279,05-03-2024,Correctivo,Regular,Regular,33426,Comentario sobre el mantenimiento 3279
3280,25-02-2024,Emergencia,Malo,Regular,3568863,Comentario sobre el mantenimiento 3280
3281,09-07-2024,Preventivo,Malo,Bueno,60112,Comentario sobre el mantenimiento 3281
3282,04-10-2024,Preventivo,Bueno,Malo,25036,Comentario sobre el mantenimiento 3282
3283,22-10-2023,Emergencia,Regular,Bueno,58526,Comentario sobre el mantenimiento 3283
3284,25-02-2024,Emergencia,Malo,Bueno,33481,Comentario sobre el mantenimiento 3284
3285,11-05-2024,Preventivo,Malo,Malo,5658105,Comentario sobre el mantenimiento 3285
3286,17-02-2024,Emergencia,Bueno,Regular,59121,Comentario sobre el mantenimiento 3286
3287,12-07-2023,Emergencia,Malo,Malo,4795692,Comentario sobre el mantenimiento 3287
3288,01-10-2024,Correctivo,Bueno,Regular,58684,Comentario sobre el mantenimiento 3288
3289,20-04-2024,Preventivo,Regular,Bueno,3530654,Comentario sobre el mantenimiento 3289
3290,29-11-2023,Correctivo,Bueno,Malo,33123,Comentario sobre el mantenimiento 3290
3291,02-12-2023,Correctivo,Regular,Regular,5602471,Comentario sobre el mantenimiento 3291
3292,30-10-2023,Emergencia,Malo,Malo,21627,Comentario sobre el mantenimiento 3292
3293,04-02-2024,Preventivo,Malo,Regular,9191592,Comentario sobre el mantenimiento 3293
3294,22-05-2024,Correctivo,Regular,Regular,4731659,Comentario sobre el mantenimiento 3294
3295,06-11-2023,Correctivo,Malo,Regular,21541,Comentario sobre el mantenimiento 3295
3296,19-05-2024,Preventivo,Bueno,Bueno,22568,Comentario sobre el mantenimiento 3296
3297,19-09-2024,Correctivo,Malo,Bueno,58977,Comentario sobre el mantenimiento 3297
3298,26-06-2024,Preventivo,Malo,Bueno,53175,Comentario sobre el mantenimiento 3298
3299,07-05-2024,Emergencia,Malo,Bueno,8888646,Comentario sobre el mantenimiento 3299
3300,01-11-2023,Preventivo,Malo,Malo,7862154,Comentario sobre el mantenimiento 3300
3301,09-03-2024,Preventivo,Bueno,Bueno,7840415,Comentario sobre el mantenimiento 3301
3302,22-09-2024,Emergencia,Regular,Regular,7896585,Comentario sobre el mantenimiento 3302
3303,13-07-2024,Emergencia,Bueno,Malo,32568,Comentario sobre el mantenimiento 3303
3304,02-09-2024,Correctivo,Regular,Bueno,9424427,Comentario sobre el mantenimiento 3304
3305,26-02-2024,Preventivo,Malo,Bueno,19972,Comentario sobre el mantenimiento 3305
