,ID,ESTADO,FECHA_INSTALACION,MODELO,ACCESIBLE,TIPO,MANTENIMIENTOS,ULTIMA_FECHA_MANTENIMIENTO,INCIDENCIAS,DESGASTE_ACUMULADO,INDICADOR_EXPOSICION,NOMBRE,AreaID
3696,22308,OPERATIVO,06-02-2011,ELEFANTE,True,INFANTIL,[8646],08-10-2024,"[[2099, 'Vandalismo', '29-01-2024', 'Abierta'], [2901, 'Rotura', '25-10-2023', 'Cerrada']]",1,Alto,JUEGO-22308,17942
3697,22304,OPERATIVO,01-01-1996,ACERO,True,INFANTIL,[],01-01-1996,[],0,Bajo,JUEGO-22304,5241170
3698,22284,OPERATIVO,08-09-2008,GUSANO,True,INFANTIL,"[6997, 9448]",03-04-2024,"[[9316, 'Desgaste', '29-01-2024', 'Cerrada'], [15788, 'Rotura', '15-02-2024', 'Cerrada']]",2,Alto,JUEGO-22284,16858
3699,22192,OPERATIVO,28-01-2011,,True,INFANTIL,[8822],30-07-2024,[],1,Alto,JUEGO-22192,17371
3700,22162,OPERATIVO,22-01-2007,,True,INFANTIL,[812],13-07-2024,"[[1939, 'Mal funcionamiento', '28-01-2024', 'Abierta']]",1,Bajo,JUEGO-22162,17398
3701,22099,OPERATIVO,18-04-2009,0180 · JMC04,True,INFANTIL,"[3130, 12687]",04-06-2024,"[[8498, 'Vandalismo', '21-09-2024', 'Abierta'], [15855, 'Rotura', '09-01-2024', 'Cerrada'], [8498, 'Vandalismo', '21-09-2024', 'Abierta'], [15855, 'Rotura', '09-01-2024', 'Cerrada']]",2,Medio,JUEGO-22099,52078
3702,22073,OPERATIVO,10-03-2005,,True,INFANTIL,[],10-03-2005,[],0,Medio,JUEGO-22073,6819623
3703,22070,OPERATIVO,25-01-2006,1036 · ELEFANTE,True,INFANTIL,[],25-01-2006,[],0,Medio,JUEGO-22070,17008
3704,33822,OPERATIVO,01-01-2006,0110 · CASETA,True,INFANTIL,"[4430, 5793, 6331]",04-10-2024,"[[1725, 'Desgaste', '09-02-2024', 'Abierta'], [12999, 'Rotura', '04-03-2024', 'Abierta'], [14767, 'Desgaste', '08-03-2024', 'Abierta'], [1725, 'Desgaste', '09-02-2024', 'Abierta'], [12999, 'Rotura', '04-03-2024', 'Abierta'], [14767, 'Desgaste', '08-03-2024', 'Abierta']]",3,Bajo,JUEGO-33822,17826
3705,33821,OPERATIVO,01-01-1996,,True,INFANTIL,"[221, 5050]",17-06-2024,"[[6450, 'Mal funcionamiento', '21-02-2024', 'Cerrada'], [8124, 'Desgaste', '24-07-2024', 'Cerrada'], [11398, 'Vandalismo', '20-06-2024', 'Abierta'], [6450, 'Mal funcionamiento', '21-02-2024', 'Cerrada'], [8124, 'Desgaste', '24-07-2024', 'Cerrada'], [11398, 'Vandalismo', '20-06-2024', 'Abierta']]",2,Alto,JUEGO-33821,18126
3706,33814,OPERATIVO,01-01-2004,0811 · PEQUEÑA AVENTURA,True,INFANTIL,[],01-01-2004,[],0,Medio,JUEGO-33814,18180
3707,33812,OPERATIVO,01-01-2004,0845 · CENTRO ACTIVO,True,INFANTIL,[7413],26-06-2024,"[[7153, 'Mal funcionamiento', '03-05-2024', 'Cerrada'], [14677, 'Mal funcionamiento', '25-06-2024', 'Abierta'], [15084, 'Rotura', '30-11-2023', 'Abierta']]",1,Bajo,JUEGO-33812,18116
3708,33809,OPERATIVO,01-01-2004,,True,INFANTIL,[14791],28-02-2024,[],1,Bajo,JUEGO-33809,17926
3709,33799,OPERATIVO,01-01-1996,0845 · CENTRO ACTIVO,True,INFANTIL,"[10516, 10602]",27-08-2024,"[[1926, 'Mal funcionamiento', '31-12-2023', 'Cerrada'], [14183, 'Rotura', '26-05-2024', 'Cerrada'], [15076, 'Rotura', '28-06-2024', 'Cerrada']]",2,Bajo,JUEGO-33799,18089
3710,33791,OPERATIVO,01-01-2000,,True,INFANTIL,[],01-01-2000,[],0,Alto,JUEGO-33791,18088
3711,33773,OPERATIVO,01-01-2004,0823 · ZERMATT,True,INFANTIL,[6629],02-06-2024,[],1,Alto,JUEGO-33773,52228
3712,33768,OPERATIVO,01-01-2007,0110 · CASETA,True,INFANTIL,"[1747, 10269, 14020]",11-05-2024,"[[4289, 'Desgaste', '09-12-2023', 'Cerrada']]",3,Bajo,JUEGO-33768,16834
3713,33749,OPERATIVO,01-01-2006,0110 · CASETA,True,INFANTIL,[],01-01-2006,[],0,Alto,JUEGO-33749,17876
3714,33746,OPERATIVO,01-01-2000,0939 · COLORADO SPRINGS,True,INFANTIL,"[1130, 11047, 12082]",13-07-2024,"[[670, 'Vandalismo', '02-12-2023', 'Abierta'], [4660, 'Mal funcionamiento', '07-01-2024', 'Abierta'], [4771, 'Desgaste', '26-08-2024', 'Abierta']]",3,Alto,JUEGO-33746,18025
3715,33741,OPERATIVO,01-01-2003,0338 · JMC-16,True,INFANTIL,"[477, 9172]",07-04-2024,"[[488, 'Vandalismo', '04-10-2024', 'Abierta'], [1955, 'Vandalismo', '23-12-2023', 'Abierta'], [5255, 'Mal funcionamiento', '09-11-2023', 'Abierta'], [10018, 'Mal funcionamiento', '05-07-2024', 'Cerrada'], [10925, 'Rotura', '15-03-2024', 'Abierta'], [15497, 'Vandalismo', '05-08-2024', 'Abierta']]",2,Alto,JUEGO-33741,18018
3716,33736,OPERATIVO,01-01-2004,0338 · JMC-16,True,INFANTIL,[8981],16-12-2023,"[[5263, 'Vandalismo', '03-07-2024', 'Cerrada'], [12141, 'Desgaste', '22-12-2023', 'Abierta']]",1,Bajo,JUEGO-33736,17838
3717,33703,OPERATIVO,01-01-2004,0351 · JMC-903,True,INFANTIL,"[140, 3678]",07-02-2024,"[[10053, 'Mal funcionamiento', '17-08-2024', 'Cerrada'], [10446, 'Desgaste', '15-02-2024', 'Abierta'], [16319, 'Rotura', '29-06-2024', 'Cerrada'], [17187, 'Vandalismo', '06-11-2023', 'Abierta']]",2,Bajo,JUEGO-33703,17985
3718,33699,OPERATIVO,01-01-2004,0732 · TREPA,True,INFANTIL,[9918],13-05-2024,[],1,Bajo,JUEGO-33699,17750
3719,33696,OPERATIVO,01-01-2008,0073 · BARCO,True,INFANTIL,"[1526, 10821]",16-06-2024,"[[189, 'Vandalismo', '24-12-2023', 'Abierta'], [6853, 'Rotura', '25-10-2023', 'Cerrada'], [13258, 'Vandalismo', '24-05-2024', 'Cerrada'], [14202, 'Desgaste', '22-03-2024', 'Cerrada']]",2,Medio,JUEGO-33696,17977
3720,33682,OPERATIVO,01-01-2001,0331 · JMC-10,True,INFANTIL,[2678],11-03-2024,[],1,Bajo,JUEGO-33682,17964
3721,33673,OPERATIVO,01-01-1996,,True,INFANTIL,[],01-01-1996,[],0,Bajo,JUEGO-33673,17864
3722,33667,OPERATIVO,01-01-1996,0790 · JMC-901,True,INFANTIL,[5275],04-10-2024,[],1,Bajo,JUEGO-33667,17946
3723,33630,OPERATIVO,01-01-2000,,True,INFANTIL,[6290],15-09-2024,"[[1263, 'Mal funcionamiento', '06-03-2024', 'Cerrada'], [12352, 'Mal funcionamiento', '04-09-2024', 'Cerrada'], [14126, 'Desgaste', '20-11-2023', 'Cerrada']]",1,Alto,JUEGO-33630,18034
3724,22037,OPERATIVO,12-12-2006,JMC-04,True,INFANTIL,[],12-12-2006,[],0,Medio,JUEGO-22037,16740
3725,22031,OPERATIVO,12-12-2006,JMC-04,True,INFANTIL,"[7898, 11483]",11-11-2023,"[[11556, 'Rotura', '05-03-2024', 'Cerrada']]",2,Medio,JUEGO-22031,17647
3726,22022,OPERATIVO,20-02-2006,0807 · GUSANO,True,INFANTIL,[1087],23-04-2024,[],1,Bajo,JUEGO-22022,52046
3727,22018,OPERATIVO,01-01-1996,0807 · GUSANO,True,INFANTIL,[7301],02-05-2024,"[[8742, 'Mal funcionamiento', '13-07-2024', 'Cerrada'], [9792, 'Desgaste', '24-05-2024', 'Cerrada'], [14456, 'Desgaste', '26-07-2024', 'Cerrada']]",1,Alto,JUEGO-22018,16899
3728,22015,OPERATIVO,01-01-1996,0807 · GUSANO,True,INFANTIL,[13214],03-02-2024,"[[2107, 'Vandalismo', '05-05-2024', 'Cerrada'], [2251, 'Mal funcionamiento', '25-09-2024', 'Abierta'], [16071, 'Desgaste', '31-05-2024', 'Abierta']]",1,Alto,JUEGO-22015,16893
3729,22002,OPERATIVO,13-09-2004,0349 · JMC-46,True,INFANTIL,[],13-09-2004,[],0,Bajo,JUEGO-22002,17779
3730,21944,OPERATIVO,01-01-2004,,True,INFANTIL,[6766],12-10-2024,[],1,Bajo,JUEGO-21944,16671
3731,21943,OPERATIVO,01-01-1996,,True,INFANTIL,[14077],10-02-2024,"[[1998, 'Vandalismo', '01-04-2024', 'Cerrada'], [7983, 'Rotura', '18-03-2024', 'Cerrada'], [8139, 'Desgaste', '07-03-2024', 'Cerrada'], [12675, 'Mal funcionamiento', '07-07-2024', 'Cerrada']]",1,Bajo,JUEGO-21943,5195676
3732,21930,OPERATIVO,01-01-2004,DOS ASIENTOS CUNA,True,INFANTIL,[283],22-11-2023,[],1,Bajo,JUEGO-21930,18627
3733,21902,OPERATIVO,01-01-2004,0816 · DOS ASIENTOS PLANOS,True,INFANTIL,[9873],26-07-2024,[],1,Alto,JUEGO-21902,18591
3734,33594,OPERATIVO,06-02-2011,JMC-46,True,INFANTIL,[],06-02-2011,[],0,Alto,JUEGO-33594,17873
3735,33588,OPERATIVO,06-02-2011,CASITA-PLATAFORMA,True,INFANTIL,[7037],25-12-2023,"[[1700, 'Desgaste', '22-11-2023', 'Cerrada'], [4872, 'Rotura', '02-05-2024', 'Cerrada'], [9126, 'Rotura', '16-01-2024', 'Cerrada'], [15333, 'Vandalismo', '29-05-2024', 'Abierta'], [17079, 'Desgaste', '10-02-2024', 'Cerrada']]",1,Alto,JUEGO-33588,17718
3736,33587,OPERATIVO,06-02-2011,JMC-16,True,INFANTIL,"[1338, 11044, 13514]",24-09-2024,[],3,Medio,JUEGO-33587,17865
3737,33583,OPERATIVO,01-01-1996,SARBA,True,INFANTIL,[10026],04-12-2023,"[[11441, 'Mal funcionamiento', '10-09-2024', 'Abierta'], [12629, 'Mal funcionamiento', '17-12-2023', 'Cerrada']]",1,Bajo,JUEGO-33583,17904
3738,33574,OPERATIVO,06-02-2011,CASETA,True,INFANTIL,[10762],08-04-2024,[],1,Bajo,JUEGO-33574,17851
3739,33532,OPERATIVO,22-03-2007,CASITA-PLATAFORMA,True,INFANTIL,[],22-03-2007,[],0,Medio,JUEGO-33532,17827
3740,33496,OPERATIVO,01-01-2018,PEZ,True,INFANTIL,[7771],09-06-2024,"[[4680, 'Mal funcionamiento', '20-12-2023', 'Abierta']]",1,Medio,JUEGO-33496,17754
3741,33491,OPERATIVO,06-02-2011,PASARELA,True,INFANTIL,"[30, 1884]",21-09-2024,[],2,Bajo,JUEGO-33491,17748
3742,33458,OPERATIVO,15-09-2008,1119 · MOSAIQ BASIC 612,True,INFANTIL,"[5869, 7115, 8364]",20-01-2024,"[[7630, 'Rotura', '23-08-2024', 'Abierta'], [7630, 'Rotura', '23-08-2024', 'Abierta']]",3,Alto,JUEGO-33458,17706
3743,33444,OPERATIVO,01-01-1996,CASITA-PASARELA,True,INFANTIL,[439],09-10-2024,"[[1607, 'Mal funcionamiento', '04-10-2024', 'Cerrada']]",1,Alto,JUEGO-33444,18110
3744,33421,OPERATIVO,07-02-2011,BARCO,True,INFANTIL,"[1065, 11224]",21-08-2024,"[[1281, 'Mal funcionamiento', '10-02-2024', 'Cerrada'], [5765, 'Desgaste', '23-11-2023', 'Cerrada'], [7479, 'Mal funcionamiento', '03-01-2024', 'Abierta'], [15913, 'Vandalismo', '29-12-2023', 'Abierta']]",2,Alto,JUEGO-33421,17640
3745,21896,OPERATIVO,01-01-2009,0666 · MIXTO,True,INFANTIL,[8175],19-10-2023,"[[5804, 'Desgaste', '17-10-2023', 'Abierta'], [10294, 'Desgaste', '20-07-2024', 'Cerrada']]",1,Medio,JUEGO-21896,18582
3746,21875,OPERATIVO,01-01-2009,0815 · DOS ASIENTOS CUNA,True,INFANTIL,[],01-01-2009,[],0,Bajo,JUEGO-21875,18562
3747,21796,OPERATIVO,01-01-2005,0816 · DOS ASIENTOS PLANOS,True,INFANTIL,[],01-01-2005,[],0,Alto,JUEGO-21796,18532
3748,21783,OPERATIVO,01-01-1996,JMC-904 · 0816,True,INFANTIL,[5185],11-04-2024,[],1,Medio,JUEGO-21783,18063
3749,21779,OPERATIVO,01-01-2007,0816 · DOS ASIENTOS PLANOS,True,INFANTIL,[],01-01-2007,[],0,Alto,JUEGO-21779,18439
3750,21762,OPERATIVO,01-01-2008,0815 · DOS ASIENTOS CUNA,True,INFANTIL,[],01-01-2008,[],0,Bajo,JUEGO-21762,17718
3751,21749,OPERATIVO,06-02-2011,DOS ASIENTOS PLANOS,True,INFANTIL,"[34, 10564, 12259]",15-04-2024,"[[292, 'Vandalismo', '30-08-2024', 'Abierta'], [3513, 'Mal funcionamiento', '25-03-2024', 'Abierta'], [13774, 'Mal funcionamiento', '13-09-2024', 'Cerrada']]",3,Medio,JUEGO-21749,18451
3752,21744,OPERATIVO,06-02-2011,JMC-30A2,True,INFANTIL,"[8876, 11018]",19-07-2024,[],2,Alto,JUEGO-21744,18394
3753,21738,OPERATIVO,06-02-2011,DOS ASIENTOS PLANOS,True,INFANTIL,[2968],08-11-2023,"[[3017, 'Vandalismo', '05-03-2024', 'Cerrada'], [4613, 'Desgaste', '06-06-2024', 'Cerrada'], [11864, 'Desgaste', '04-09-2024', 'Abierta'], [16771, 'Rotura', '18-04-2024', 'Cerrada'], [16907, 'Desgaste', '21-02-2024', 'Cerrada']]",1,Alto,JUEGO-21738,18029
3754,21724,OPERATIVO,05-02-2012,DOS ASIENTOS PLANOS,True,INFANTIL,[],05-02-2012,[],0,Medio,JUEGO-21724,18363
3755,33417,OPERATIVO,01-01-1996,BARCO,True,INFANTIL,[],01-01-1996,[],0,Medio,JUEGO-33417,52206
3756,33416,OPERATIVO,01-01-1998,TOBOGAN,True,INFANTIL,"[4663, 7057, 12389]",02-09-2024,"[[3221, 'Desgaste', '12-04-2024', 'Cerrada'], [6969, 'Vandalismo', '18-06-2024', 'Abierta']]",3,Alto,JUEGO-33416,18258
3757,33402,OPERATIVO,01-01-2003,PLATAFORMA,True,INFANTIL,[],01-01-2003,[],0,Bajo,JUEGO-33402,7906811
3758,33398,OPERATIVO,01-01-1998,TREPA,True,INFANTIL,[14254],26-04-2024,"[[3104, 'Desgaste', '19-08-2024', 'Cerrada'], [5169, 'Rotura', '31-12-2023', 'Cerrada'], [10154, 'Vandalismo', '10-06-2024', 'Abierta'], [13181, 'Rotura', '01-09-2024', 'Abierta'], [15251, 'Desgaste', '25-03-2024', 'Abierta']]",1,Medio,JUEGO-33398,17638
3759,33393,OPERATIVO,07-02-2011,1 TORRE,True,INFANTIL,"[1139, 4169]",04-02-2024,"[[10564, 'Vandalismo', '06-06-2024', 'Abierta'], [11848, 'Rotura', '04-02-2024', 'Abierta'], [15071, 'Vandalismo', '10-05-2024', 'Cerrada']]",2,Bajo,JUEGO-33393,17572
3760,33377,OPERATIVO,01-01-1998,ESCALADA,True,INFANTIL,[],01-01-1998,[],0,Medio,JUEGO-33377,16997
3761,33363,OPERATIVO,02-05-2007,CASITA,True,INFANTIL,[],02-05-2007,[],0,Medio,JUEGO-33363,17604
3762,33361,OPERATIVO,07-02-2011,2 TORRES-PASARELA,True,INFANTIL,[],07-02-2011,[],0,Medio,JUEGO-33361,5240327
3763,33357,OPERATIVO,01-01-1996,,True,INFANTIL,[],01-01-1996,[],0,Alto,JUEGO-33357,5240285
3764,33341,OPERATIVO,02-07-2011,NIDO DEL PAJARO CARPINTERO,True,INFANTIL,[9875],11-08-2024,"[[1724, 'Desgaste', '05-04-2024', 'Abierta'], [7978, 'Mal funcionamiento', '01-01-2024', 'Abierta'], [13157, 'Mal funcionamiento', '22-08-2024', 'Cerrada'], [15850, 'Mal funcionamiento', '28-12-2023', 'Abierta']]",1,Alto,JUEGO-33341,5173859
3765,33339,OPERATIVO,01-01-1996,,True,INFANTIL,[6143],31-05-2024,[],1,Alto,JUEGO-33339,17270
3766,33330,OPERATIVO,01-01-2004,,True,INFANTIL,[],01-01-2004,[],0,Bajo,JUEGO-33330,17331
3767,33309,OPERATIVO,01-01-2003,JMC-15,True,INFANTIL,[13104],11-06-2023,"[[245, 'Vandalismo', '27-07-2024', 'Abierta'], [1783, 'Desgaste', '27-05-2024', 'Abierta'], [2889, 'Desgaste', '15-05-2024', 'Cerrada'], [3537, 'Vandalismo', '28-11-2023', 'Cerrada'], [13480, 'Desgaste', '24-05-2024', 'Abierta']]",1,Bajo,JUEGO-33309,17558
3768,33300,OPERATIVO,01-01-2004,JMC-10,True,INFANTIL,"[2724, 3444, 3650, 14178]",12-10-2024,"[[5082, 'Desgaste', '03-02-2024', 'Abierta'], [7611, 'Mal funcionamiento', '10-04-2024', 'Cerrada'], [8875, 'Rotura', '26-09-2024', 'Abierta'], [9445, 'Mal funcionamiento', '07-11-2024', 'Cerrada'], [11579, 'Mal funcionamiento', '10-07-2024', 'Abierta'], [15258, 'Desgaste', '28-09-2024', 'Abierta'], [5082, 'Desgaste', '03-02-2024', 'Abierta'], [7611, 'Mal funcionamiento', '10-04-2024', 'Cerrada'], [8875, 'Rotura', '26-09-2024', 'Abierta'], [9445, 'Mal funcionamiento', '07-11-2024', 'Cerrada'], [11579, 'Mal funcionamiento', '10-07-2024', 'Abierta'], [15258, 'Desgaste', '28-09-2024', 'Abierta'], [5082, 'Desgaste', '03-02-2024', 'Abierta'], [7611, 'Mal funcionamiento', '10-04-2024', 'Cerrada'], [8875, 'Rotura', '26-09-2024', 'Abierta'], [9445, 'Mal funcionamiento', '07-11-2024', 'Cerrada'], [11579, 'Mal funcionamiento', '10-07-2024', 'Abierta'], [15258, 'Desgaste', '28-09-2024', 'Abierta'], [5082, 'Desgaste', '03-02-2024', 'Abierta'], [7611, 'Mal funcionamiento', '10-04-2024', 'Cerrada'], [8875, 'Rotura', '26-09-2024', 'Abierta'], [9445, 'Mal funcionamiento', '07-11-2024', 'Cerrada'], [11579, 'Mal funcionamiento', '10-07-2024', 'Abierta'], [15258, 'Desgaste', '28-09-2024', 'Abierta']]",4,Alto,JUEGO-33300,17536
3769,33296,OPERATIVO,01-01-2008,JUEGO ANILLAS,True,INFANTIL,"[3797, 5842]",30-03-2024,"[[4211, 'Desgaste', '04-08-2024', 'Cerrada'], [7974, 'Mal funcionamiento', '21-03-2024', 'Cerrada'], [15615, 'Vandalismo', '05-11-2024', 'Cerrada']]",2,Alto,JUEGO-33296,17533
3770,33293,OPERATIVO,01-01-2005,,True,INFANTIL,[6164],04-03-2024,[],1,Alto,JUEGO-33293,17531
3771,33288,OPERATIVO,01-01-2004,JMC-09,True,INFANTIL,"[3112, 11289]",14-08-2024,"[[8640, 'Vandalismo', '06-09-2024', 'Cerrada'], [9322, 'Mal funcionamiento', '20-05-2024', 'Cerrada'], [13785, 'Vandalismo', '20-11-2023', 'Cerrada']]",2,Alto,JUEGO-33288,9187084
3772,33284,OPERATIVO,01-01-2003,ESCALADA,True,INFANTIL,"[284, 1217, 8562, 11826]",02-08-2024,[],4,Alto,JUEGO-33284,17520
3773,33245,OPERATIVO,01-01-1996,PASARELA,True,INFANTIL,[],01-01-1996,[],0,Bajo,JUEGO-33245,17486
3774,33241,OPERATIVO,01-01-2006,2 TORRES-PASARELA,True,INFANTIL,[11046],13-05-2024,[],1,Alto,JUEGO-33241,17346
3775,33238,OPERATIVO,01-01-2003,1 TORRE,True,INFANTIL,[10590],15-01-2024,"[[1510, 'Mal funcionamiento', '26-04-2024', 'Cerrada'], [2795, 'Rotura', '18-11-2023', 'Cerrada'], [4164, 'Vandalismo', '04-11-2023', 'Cerrada'], [9246, 'Vandalismo', '09-12-2023', 'Abierta']]",1,Alto,JUEGO-33238,17431
3776,33215,OPERATIVO,01-01-2007,1 TORRE-PASARELA,True,INFANTIL,"[2502, 9077]",14-08-2024,"[[5056, 'Desgaste', '02-03-2024', 'Cerrada'], [13175, 'Vandalismo', '09-03-2024', 'Cerrada'], [14988, 'Desgaste', '11-01-2024', 'Cerrada']]",2,Alto,JUEGO-33215,17448
3777,21689,OPERATIVO,01-01-2006,DOS ASIENTOS PLANOS,True,INFANTIL,[3343],21-11-2023,[],1,Alto,JUEGO-21689,18329
3778,21651,OPERATIVO,01-01-1996,DOS ASIENTOS PLANOS,True,INFANTIL,"[624, 2629, 7396, 10083]",18-09-2024,"[[3197, 'Desgaste', '04-09-2024', 'Abierta'], [7048, 'Mal funcionamiento', '25-02-2024', 'Abierta'], [9984, 'Desgaste', '14-04-2024', 'Abierta'], [12949, 'Rotura', '12-06-2024', 'Abierta'], [16904, 'Vandalismo', '25-11-2023', 'Abierta'], [3197, 'Desgaste', '04-09-2024', 'Abierta'], [7048, 'Mal funcionamiento', '25-02-2024', 'Abierta'], [9984, 'Desgaste', '14-04-2024', 'Abierta'], [12949, 'Rotura', '12-06-2024', 'Abierta'], [16904, 'Vandalismo', '25-11-2023', 'Abierta'], [3197, 'Desgaste', '04-09-2024', 'Abierta'], [7048, 'Mal funcionamiento', '25-02-2024', 'Abierta'], [9984, 'Desgaste', '14-04-2024', 'Abierta'], [12949, 'Rotura', '12-06-2024', 'Abierta'], [16904, 'Vandalismo', '25-11-2023', 'Abierta']]",4,Medio,JUEGO-21651,18278
3779,21636,OPERATIVO,01-01-2003,DOS ASIENTOS CUNA,True,INFANTIL,"[8399, 12812, 13833]",01-03-2024,"[[8317, 'Desgaste', '19-01-2024', 'Cerrada'], [12632, 'Vandalismo', '27-05-2024', 'Cerrada'], [15148, 'Desgaste', '14-01-2024', 'Abierta'], [8317, 'Desgaste', '19-01-2024', 'Cerrada'], [12632, 'Vandalismo', '27-05-2024', 'Cerrada'], [15148, 'Desgaste', '14-01-2024', 'Abierta']]",3,Bajo,JUEGO-21636,4731656
3780,21574,OPERATIVO,01-01-2007,0816 · DOS ASIENTOS PLANOS,True,INFANTIL,[11577],19-11-2023,[],1,Alto,JUEGO-21574,18162
3781,21531,OPERATIVO,01-01-1996,0816 · DOS ASIENTOS PLANOS,True,INFANTIL,[14618],27-09-2024,[],1,Medio,JUEGO-21531,18131
3782,21528,OPERATIVO,01-01-2006,0815 · DOS ASIENTOS CUNA,True,INFANTIL,[],01-01-2006,[],0,Medio,JUEGO-21528,18093
3783,21519,OPERATIVO,01-01-2006,0816 · DOS ASIENTOS PLANOS,True,INFANTIL,"[6535, 7756]",21-04-2024,"[[64, 'Rotura', '08-03-2024', 'Abierta'], [3593, 'Mal funcionamiento', '10-01-2024', 'Cerrada'], [9094, 'Rotura', '25-08-2024', 'Abierta'], [14412, 'Rotura', '21-03-2024', 'Cerrada'], [14932, 'Vandalismo', '04-05-2024', 'Abierta']]",2,Medio,JUEGO-21519,18080
3784,21495,OPERATIVO,01-01-2007,0816 · DOS ASIENTOS PLANOS,True,INFANTIL,[],01-01-2007,[],0,Alto,JUEGO-21495,17999
3785,21492,OPERATIVO,01-01-2006,0816 · DOS ASIENTOS PLANOS,True,INFANTIL,[8169],29-12-2023,[],1,Alto,JUEGO-21492,18043
3786,33209,OPERATIVO,01-01-2003,TREN,True,INFANTIL,"[1981, 11934]",29-02-2024,"[[12228, 'Desgaste', '29-07-2024', 'Cerrada'], [14566, 'Rotura', '02-10-2024', 'Cerrada']]",2,Medio,JUEGO-33209,17442
3787,33198,OPERATIVO,27-05-2009,1 TORRE-MURO DE RED,True,INFANTIL,"[7712, 11251]",05-05-2024,"[[3268, 'Rotura', '22-06-2024', 'Cerrada'], [8463, 'Vandalismo', '23-08-2024', 'Cerrada'], [10569, 'Rotura', '21-12-2023', 'Cerrada']]",2,Bajo,JUEGO-33198,17420
3788,33177,OPERATIVO,25-04-2007,,True,INFANTIL,[6785],04-01-2024,[],1,Alto,JUEGO-33177,17149
3789,33165,OPERATIVO,20-05-2005,,True,INFANTIL,"[1341, 5080]",05-09-2024,"[[914, 'Vandalismo', '05-11-2023', 'Cerrada'], [2117, 'Vandalismo', '09-09-2024', 'Cerrada']]",2,Alto,JUEGO-33165,9294001
3790,33150,OPERATIVO,13-02-2007,,True,INFANTIL,[9033],03-12-2023,"[[3488, 'Mal funcionamiento', '10-09-2024', 'Cerrada'], [4799, 'Vandalismo', '14-03-2024', 'Abierta'], [4907, 'Vandalismo', '26-11-2023', 'Cerrada'], [7190, 'Rotura', '17-09-2024', 'Cerrada']]",1,Medio,JUEGO-33150,17364
3791,33147,OPERATIVO,17-01-2005,,True,INFANTIL,"[1082, 2044]",23-08-2024,[],2,Bajo,JUEGO-33147,17360
3792,33109,OPERATIVO,03-06-2009,ARBOL DE LA ARDILLA,True,INFANTIL,[7654],29-01-2024,[],1,Alto,JUEGO-33109,5246187
3793,33107,OPERATIVO,03-04-2017,,True,INFANTIL,[],03-04-2017,[],0,Bajo,JUEGO-33107,17252
3794,33093,OPERATIVO,22-01-2005,RED,True,INFANTIL,[],22-01-2005,[],0,Bajo,JUEGO-33093,17013
3795,33074,OPERATIVO,01-01-1996,,True,INFANTIL,"[3014, 7202]",01-11-2024,"[[1209, 'Mal funcionamiento', '28-09-2024', 'Cerrada'], [9546, 'Desgaste', '18-07-2024', 'Abierta'], [14430, 'Mal funcionamiento', '10-10-2024', 'Abierta']]",2,Medio,JUEGO-33074,17274
3796,21488,OPERATIVO,01-01-2008,0816 · DOS ASIENTOS PLANOS,True,INFANTIL,[11469],22-04-2024,[],1,Bajo,JUEGO-21488,17881
3797,21484,OPERATIVO,01-01-1996,0816 · DOS ASIENTOS PLANOS,True,INFANTIL,"[9523, 13028]",02-08-2024,"[[4473, 'Mal funcionamiento', '26-03-2024', 'Cerrada'], [4473, 'Mal funcionamiento', '26-03-2024', 'Cerrada']]",2,Bajo,JUEGO-21484,18076
3798,21411,OPERATIVO,01-01-2004,0666 · MIXTO,True,INFANTIL,[],01-01-2004,[],0,Alto,JUEGO-21411,17908
3799,21404,OPERATIVO,01-01-2004,0815 · DOS ASIENTOS CUNA,True,INFANTIL,[],01-01-2004,[],0,Bajo,JUEGO-21404,18064
3800,21381,OPERATIVO,01-01-1996,DOS ASIENTOS PLANOS,True,INFANTIL,"[9034, 13504]",24-01-2024,"[[6760, 'Vandalismo', '27-09-2024', 'Cerrada'], [7238, 'Vandalismo', '10-07-2024', 'Cerrada'], [9100, 'Mal funcionamiento', '18-11-2023', 'Cerrada'], [11039, 'Desgaste', '19-08-2024', 'Cerrada']]",2,Bajo,JUEGO-21381,18093
3801,21361,OPERATIVO,01-01-2006,DOS ASIENTOS CUNA,True,INFANTIL,[],01-01-2006,[],0,Alto,JUEGO-21361,17889
3802,21347,OPERATIVO,01-01-2005,DOS ASIENTOS PLANOS,True,INFANTIL,[6863],03-04-2024,[],1,Bajo,JUEGO-21347,18119
3803,21335,OPERATIVO,01-01-2003,DOS ASIENTOS PLANOS,True,INFANTIL,"[623, 8142]",13-04-2024,[],2,Medio,JUEGO-21335,17874
3804,21225,OPERATIVO,01-01-1996,DOS ASIENTOS CUNA,True,INFANTIL,"[8224, 11925]",06-09-2024,[],2,Bajo,JUEGO-21225,17925
3805,21216,OPERATIVO,18-07-2006,DOS ASIENTOS CUNA,True,INFANTIL,[12744],01-09-2024,"[[1060, 'Desgaste', '29-09-2024', 'Abierta'], [5759, 'Desgaste', '26-02-2024', 'Abierta'], [11899, 'Desgaste', '19-07-2024', 'Cerrada'], [15230, 'Vandalismo', '25-07-2024', 'Abierta']]",1,Medio,JUEGO-21216,17784
